Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2019-12-25,22_Dec_2019,No,Yes,No,,5 stars,P4R904,,"Truly the best moisturizer, it has saved my and my friends dry flakey skin time and time again. My friend and I began using this brand at the same time and since then we swear by it",0,0,Maggie519,"Green eyes, Brunette hair, Fair skin tone, Dry skin",,Acne,1
2019-12-24,22_Dec_2019,No,No,No,,3 stars,P4R905,Eucalyptus caused burning sensation on face,"I was really excited to try this product and with all of the rave reviews, I expected to love it in my dry climate and purchased the largest size. It was nice on my hands but nothing special. When I tried it on my face last night, I immediately felt a light burning sensation. This was odd for 2 reasons: first, this has never happened to me with any moisturizer before and second, this is specifically a “healing” cream. It turns out that the last ingredient, eucalyptus leaf extract, can cause sensitivity in some people and I just happen to be one of them. However, it promotes good oil production so if you have truly dry skin and don’t have a sensitivity to eucalyptus, this could be for you!",2,0,yumyumsultana,"Hazel eyes, Brunette hair, Medium skin tone, Combination skin",,Acne,1
2019-12-23,22_Dec_2019,No,Yes,No,,5 stars,P4R906,Moisture In a Jar,"Everyone needs to have at least one traditional moisturizer in their skincare cabinet to go to when they just need some straight up hydration and smoothness. THIS IS IT!!! My skin is combination but leans more towards oily but this cream just blends right in and absorbs immediately. Doesn't feel heavy, gets the job done, and it's great to use either day or night.",1,0,TrisDee,"Brown eyes, Black hair, Light skin tone, Oily skin",,Dark Circles,1
2019-12-20,15_Dec_2019,No,Yes,No,,5 stars,P4R907,New fav moisturizer!,"This moisturizer is amazing! I’ve been looking for a go-to, day/night moisturizer for not moths and tried a handful of other products. This is it! Doesn’t make me break out, doesn’t make me feel oily during the day, heals any dry or irritated patches of skin within a day or two! Not to mention my mom is constantly coming into my bathroom to steal some (I bought her a tub as a Christmas gift). I’ve never been this hype over a moisturizer!",0,0,Ashmuss,"Blue eyes, Blonde hair, Light skin tone, Combination skin",,Acne,1
2019-12-20,15_Dec_2019,No,Yes,No,,5 stars,P4R908,You won't find anything better,Great for all skin types. My kids have eczema and this is the only moisturizer that helps with their dryness. I also use this nightly and I have super oily skin but love how moisturized my skin feels in the mornings. Highly recommend!,1,0,SH0705,"Brown eyes, Black hair, Medium skin tone, Oily skin",25-34,,1
2019-12-18,15_Dec_2019,Yes,Yes,No,,5 stars,P4R909,I finally found what I was looking for!!,"I can't believe it's taken me this long to find this product. I've had dry flaky skin forever and no matter what products or oils I would use my skin would become flaky and crinkly throughout the day or looked cakey with makeup on. At first when I tried this product I thought it was too good to be true because I noticed immediate results, so I decided to wait a couple of weeks before writing a review, but I am seriously in love and I'm never going back to anything else! This lotion keeps my skin hydrated all day/night and isn't too thick or greasy. I also pair this lotion with the Ordinary hyaluronic acid serum before I add the lotion and that helps a ton too!",1,0,Emegwynn22,"Blue eyes, Brunette hair, Light skin tone, Dry skin",,Acne,1
2019-12-18,15_Dec_2019,No,Yes,No,,5 stars,P4R910,,"I always get red, dry splotchy hands in the winter to the point where they burn. I have tried so many lotions and hand creams and nothing seemed to help until I tried this. I have been using this once or twice a day for about a week, and my hands are softer than they have ever been!",0,0,tchildres,"Brown eyes, Brunette hair, Light skin tone, Dry skin",,Redness,1
2019-12-16,15_Dec_2019,No,Yes,No,,5 stars,P4R911,,My skin was super dry because of the winter weather so I got this product b/c I heard really good reviews. It definitely worked and made my skin so much smoother.,1,0,ah4597,"Brown eyes, Brunette hair, Medium skin tone, Combination skin",,,1
2019-12-14,08_Dec_2019,No,Yes,No,,4 stars,P4R912,good for eczema,"first aid beauty ultra repair cream helped calm and soothe my atopic dermatitis. my skin felt less itchy and angry after using this. i'm still itchy, but not as much. the only drawbacks were that this was not moisturizing enough for my severely dry atopic dermatitis skin on my face and neck plus it tends to pill. this moisturized my skin without feeling greasy or oily, but i could feel a tackiness or residue on top of my skin -- not exactly a smooth feeling. it worked fine on my hands and body.",0,0,1006,"Brown eyes, Black hair, Fair skin tone, Dry skin",,,1
2019-12-14,08_Dec_2019,No,Yes,No,,5 stars,P4R913,,I slather this on my face at the end of my routine. Perfect for dry skin.,0,0,trulove,"Hazel eyes, Blonde hair, Light skin tone, Combination skin",45-54,,1
2019-12-12,08_Dec_2019,No,Yes,No,,5 stars,P4R914,Great for healing skin,"I have combo skin, one winter my skin was super dry and flakey. This transformed my skin back to being soft and plump. I use it every night as my last step in my routine",1,0,kellyhaschalk,"Brown eyes, Brunette hair, Light skin tone, Combination skin",18-24,Acne,1
2019-12-12,08_Dec_2019,No,No,No,,2 stars,P4R915,Way too heavy,This might be good for someone with an extremely dry skin condition but for someone with slightly dry skin this was WAY too heavy. Also I’m going silicone free in my skin care products and this definitely has silicone it.,3,2,UrsaJane,"Auburn hair, Light skin tone, Combination skin",,Dullness,1
2019-12-11,08_Dec_2019,No,Yes,No,,5 stars,P4R916,No more leathery skin lol!,This is magical cream. It makes your skin so soft and smooth. I literally use it everywhere!,0,0,Bellestvie,"Blue eyes, Brunette hair, Fair skin tone, Dry skin",,Aging,1
2019-12-11,08_Dec_2019,Yes,Yes,No,,4 stars,P4R917,,"i tried the face cream and i loved it it helps with my super sensitive skin so i wanted to try this one and is really good for my body and hands, this is my cream now this is truly for sensitive skin and actually works not like a thousand creams i’ve tried",3,0,franco07,"Brown eyes, Brunette hair, Light skin tone, Combination skin",,Redness,1
2019-12-11,08_Dec_2019,No,Yes,No,,5 stars,P4R918,Best moisturizer ever for clearing up rosacea,"I recently went for my first full makeover at Sephora, and the artist used this moisturizer on my face before applying makeup. I have sensitive skin with rosacea and I had washed my face with water that was too warm right before arriving at Sephora, so my face was super red and blotchy. Once this moisturizer was applied, it almost immediately calmed down my complexion and cleared it up. My sister was with me, and she was amazed at how my face transformed so completely and quickly right before her eyes as she looked at me! Of course I bought this and I've been using it nightly. I even stopped using my prescription rosacea cream because using this on its own does a much better job at keeping my skin soft and even. I've used it on my legs, arms, etc., as well and it's great at moisturizing any area very quickly. I'm a customer of this product for life!",4,0,jupitergirl,"Green eyes, Blonde hair, Light skin tone, Dry skin",25-34,Acne,1
2019-12-11,08_Dec_2019,Yes,Yes,No,,5 stars,P4R919,My go-to moisturizer,"I have purchased this on and off (new products are always so tempting) for 7 years. There is a reason I always go back to it: its simple, its soothing, and great to use all year morning",1,0,k4chris,"Brown eyes, Black hair, Light skin tone, Dry skin",,Aging,1
2019-12-11,08_Dec_2019,No,Yes,No,,5 stars,P4R920,Ultra Repair Intense cream,Love this Ultra First Aid Cream. Both my husband and I use it all the time!,0,0,set51,"Brown eyes, Brunette hair, Medium skin tone, Combination skin",,Aging,1
2019-12-08,08_Dec_2019,No,Yes,No,,5 stars,P4R921,My go-to skin care for dry skin,"My favorite go-to moisturizer that I recommend to everyone I know. I even buy this as gifts. Given to my mother in law, my sister, my sister in law’s mother... I’ve used on my seven & four-year olds. Used during horribly drying Iowa winters with indoor heating & since moving to Texas with summer air conditioning. I try other high end brands now & then to see if I’m missing anything & always come back to this for dry skin because it works. For face & hands & anywhere else that’s dry.",0,0,envirogrrl,"Brown eyes, Black hair, Medium skin tone, Combination skin",,Acne,1
2019-12-06,01_Dec_2019,No,Yes,No,,5 stars,P4R922,total life saver!!,"I LOVE this cream. I have really bad eczema and dry skin. I have a steroid cream that seems to be the only thing to relieve itchiness but it doesn’t provide hydration. This does both! I don’t feel dry or itchy at all and I’ve tried everything over the counter. I use this on my legs mostly, but it works in a pinch on my face when I have a dry patch. I’m so glad I found this. Complete game-changer!!",1,0,allisonmichele,"Green eyes, Blonde hair, Fair skin tone, Dry skin",,Acne,1
2019-12-04,01_Dec_2019,No,No,No,,3 stars,P4R923,,I’ve had this product for a couple months now and honestly it didn’t work for me. My skin has been by far the driest it has ever been this past year and I don’t know why!!! This worked for a second and in the moment it does make my skin soft but the next day my face was back to being dry. I can’t seem to find the right product yet :/,0,0,fabiilous,"Brown eyes, Black hair, Medium skin tone, Combination skin",,Blackheads,1
2019-12-04,01_Dec_2019,No,Yes,No,,5 stars,P4R924,,"I’m a firm believer in this moisturizer and have recommended it to everyone I know. I love how it can be used on your face and body; with that being said, it helped get rid of the “chicken skin” I had on my arms and isn’t heavy on my face. I have combination (oily/dry) and sensitive skin and have been using this now for the past 7 years and will probably continue using this until the day I die, lol.",3,1,sarahhhbear,"Brown eyes, Brunette hair, Tan skin tone, Combination skin",18-24,Blackheads,1
2019-12-02,01_Dec_2019,Yes,Yes,No,,5 stars,P4R925,Very satisfied,"Terrific night moisturizer for dry/sensitive skin. I use it over a serum, but it's fine without too! Have been using travel sizes over the past year, and finally purchased the largest size- totally worth it.",1,0,Fauxley,"Auburn hair, Porcelain skin tone, Normal skin",,Sensitivity,1
2019-12-02,01_Dec_2019,No,Yes,No,,5 stars,P4R926,Perfection,Instant hydration like I’ve never had before. I use it on my face and my hands daily!! Glad I purchased.,0,0,Kateleah,"Hazel eyes, Blonde hair, Light skin tone, Normal skin",,Aging,1
2019-12-02,01_Dec_2019,No,No,No,,3 stars,P4R927,"just okay, not as moisturizing as I need.","I bought this in the grapefruit scent because they were out of the original in store—so I’m unsure if the scented formulation is different than the original formula. I have very very dry skin, and this just did not do it for me. I have to apply many layers to feel relatively moisturized (but, my skin is like a desert). I still use it on my neck and chest because I don’t want it to go to waste, and it has some good ingredients in it. I switched to ole henricksen nourish me instead.",0,0,peytlb,"Green eyes, Blonde hair, Medium skin tone, Dry skin",,Acne,1
2019-12-02,01_Dec_2019,No,Yes,No,,5 stars,P4R928,,"I am 47 with fair, red, dry, sensitive skin.  I love this moisturizer so much!!!  I carry the small tube size in my purse for a hand cream.  I always have a big jar in my cupboard for either nighttime moisturizing or winter daily moisturizing.  The texture is lovely!  It reminds me of a thinner noxema without the menthol like feel or smell.  I leave it on my skin for a couple of minutes to absorb before following with a tinted BB/CC cream.  I can’t imagine ever being without this cream!!!",2,0,SmoochyGal,"Green eyes, Brunette hair, Fair skin tone, Dry skin",,Aging,1
