Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, does stabilize my skin,P4R733,4,06 May 2020,No,Yes,No,2,2,,Blackheads
Negative,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn’t have a smell,P4R733,4,06 May 2020,No,Yes,No,2,2,,Blackheads
Negative,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, does stabilize my skin,P4R733,4,06 May 2020,No,Yes,No,2,2,,Blackheads
Positive,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, couple of the minis that I use,P4R734,5,01 May 2020,No,Yes,No,2,0,,Acne
Negative,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, couple of the minis that I use,P4R734,5,01 May 2020,No,Yes,No,2,0,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, super hydrating,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, so much with the redness,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Skin,700,4.817142857142857,30, combination skin,15,15,4.733333333333333,4.733333333333333,, Recommend for rosacea,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, super hydrating,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, so much with the redness,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Negative,,,,Skin,699,4.816881258941344,30, combination skin,14,14,4.714285714285714,4.714285714285714,, Recommend for rosacea,P4R735,5,01 May 2020,No,Yes,No,12,0,,Blackheads
Positive,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, elbows are perpetually dry and cracked,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,2, dark acne scars,22,22,4.318181818181818,4.318181818181818,, got this with my points,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, elbows are perpetually dry and cracked,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,2, dark acne scars,22,22,4.318181818181818,4.318181818181818,, got this with my points,P4R736,5,01 May 2020,No,Yes,No,4,0,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Positive,,,,Skin,700,4.817142857142857,2, pcos so,29,29,4.896551724137931,4.896551724137931,, skin hydrated,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Negative,,,,Skin,699,4.816881258941344,2, pcos so,29,29,4.896551724137931,4.896551724137931,, skin hydrated,P4R739,5,30 April 2020,No,Yes,No,7,0,,
Positive,,,,Sentiment,119,4.9411764705882355,6, Thank you First Aid Beauty!!,3,3,5.0,5.0,, Thank you so much First Aid Beauty.,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,6, Thank you First Aid Beauty!!,3,3,5.0,5.0,, Thank you so much First Aid Beauty.,P4R740,5,30 April 2020,No,Yes,No,17,1,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,3, Very gentle,18,18,5.0,5.0,, saw the great reviews on this,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Positive,,,,Price,84,4.928571428571429,3, very dry T-Zone quickly,14,14,5.0,5.0,, worth every penny.,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Positive,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will be stocking up,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Negative,,,,Sentiment,119,4.9411764705882355,3, Very gentle,18,18,5.0,5.0,, saw the great reviews on this,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Negative,,,,Price,84,4.928571428571429,3, very dry T-Zone quickly,14,14,5.0,5.0,, worth every penny.,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Negative,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will be stocking up,P4R741,5,29 April 2020,Yes,Yes,No,16,4,,Redness
Positive,,,,Texture,241,4.775933609958506,22, husband,4,3,5.0,5.0,, does not clog my pores,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, make my face over oily,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Negative,,,,Texture,241,4.775933609958506,22, husband,4,3,5.0,5.0,, does not clog my pores,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, make my face over oily,P4R742,5,29 April 2020,No,Yes,No,2,0,,Acne
Positive,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, thick,P4R743,4,29 April 2020,No,Yes,No,2,1,,Dark Circles
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, heavy and creamy texture,P4R743,4,29 April 2020,No,Yes,No,2,1,,Dark Circles
Negative,,,,Texture,241,4.775933609958506,11, combination acne prone skin,22,20,4.7,4.7272727272727275,, thick,P4R743,4,29 April 2020,No,Yes,No,2,1,,Dark Circles
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, heavy and creamy texture,P4R743,4,29 April 2020,No,Yes,No,2,1,,Dark Circles
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Wonderful hydrating,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry spot,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Wonderful hydrating,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry spot,P4R744,4,29 April 2020,No,Yes,Yes,5,0,,Aging
Positive,,,,Skin,700,4.817142857142857,2, pcos so,29,29,4.896551724137931,4.896551724137931,, absolutely a skin thirst quenching,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Positive,,,,Skin,700,4.817142857142857,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, terribly dry skin,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, Worked for me from day one.,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Negative,,,,Skin,699,4.816881258941344,2, pcos so,29,29,4.896551724137931,4.896551724137931,, absolutely a skin thirst quenching,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Negative,,,,Skin,699,4.816881258941344,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, terribly dry skin,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Negative,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, Worked for me from day one.,P4R745,5,29 April 2020,No,Yes,No,1,0,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, love this moisturizer,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, holy grail,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Positive,,,,Texture,241,4.775933609958506,17, absorbs very well,6,6,4.666666666666667,4.666666666666667,, thick consistency,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels light,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Positive,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, my extremely rough and dry knees and elbows,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, love this moisturizer,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,5, combination acne prone skin,10,10,5.0,5.0,, holy grail,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Negative,,,,Texture,241,4.775933609958506,17, absorbs very well,6,6,4.666666666666667,4.666666666666667,, thick consistency,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels light,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Negative,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, my extremely rough and dry knees and elbows,P4R746,5,27 April 2020,No,Yes,No,5,0,,Acne
Positive,,,,Skin,700,4.817142857142857,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry spots I get on my body,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, keeps those areas moisturized,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Performance,76,4.921052631578948,2, Very gentle,8,8,5.0,5.0,, at least 24 hours,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Skin,699,4.816881258941344,34, oily skin but now I’m pretty sure I was,20,20,4.85,4.85,, dry spots I get on my body,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, keeps those areas moisturized,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Performance,76,4.921052631578948,2, Very gentle,8,8,5.0,5.0,, at least 24 hours,P4R747,5,27 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,700,4.817142857142857,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, helped heal my sunburned legs!,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Negative,,,,Skin,699,4.816881258941344,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, helped heal my sunburned legs!,P4R748,1,27 April 2020,No,No,No,14,16,,Acne
Positive,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, my friend introduced me to this brand,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,," finally have found ""my"" ting after years of jumping around",P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, It never breaks me out,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn't smell like anything,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, ove that all the ingredients are safe,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Negative,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, my friend introduced me to this brand,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,," finally have found ""my"" ting after years of jumping around",P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Negative,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, It never breaks me out,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Negative,,,,Odor,51,4.705882352941177,0, very dry T-Zone quickly,26,26,4.846153846153846,4.846153846153846,, doesn't smell like anything,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, ove that all the ingredients are safe,P4R749,5,27 April 2020,Yes,Yes,No,8,0,,Aging
Positive,,,,Skin,700,4.817142857142857,40, thicker,12,12,4.916666666666667,4.916666666666667,, GREAT FOR PEOPLE WHO SUFFER FROM ROSY CHEEKS,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone skin too,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, cleared our skin of redness,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, Highly highly recommended,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,40, thicker,12,12,4.916666666666667,4.916666666666667,, GREAT FOR PEOPLE WHO SUFFER FROM ROSY CHEEKS,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone skin too,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, cleared our skin of redness,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,7, dark acne scars,13,13,4.846153846153846,4.846153846153846,, Highly highly recommended,P4R750,5,26 April 2020,No,Yes,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, oily skin,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Positive,,,,Texture,241,4.775933609958506,8, never caused an acne flare,20,20,4.8,4.8,, never too heavy,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Negative,,,,Skin,699,4.816881258941344,13, reduced redness,19,19,4.947368421052632,4.947368421052632,, oily skin,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Negative,,,,Texture,241,4.775933609958506,8, never caused an acne flare,20,20,4.8,4.8,, never too heavy,P4R751,5,26 April 2020,No,Yes,No,2,1,,Acne
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, inexpensive,P4R752,5,26 April 2020,No,Yes,No,2,0,,Blackheads
Positive,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, will repair even my most damaged,P4R752,5,26 April 2020,No,Yes,No,2,0,,Blackheads
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, inexpensive,P4R752,5,26 April 2020,No,Yes,No,2,0,,Blackheads
Negative,,,,Performance,76,4.921052631578948,0, calm any redness,31,26,4.961538461538462,4.935483870967742,, will repair even my most damaged,P4R752,5,26 April 2020,No,Yes,No,2,0,,Blackheads
Positive,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, I love this moisturizer!,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Positive,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, feels so light,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Positive,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, little goes along way,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,4, redness gone,13,13,5.0,5.0,, I love this moisturizer!,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Negative,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, feels so light,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Negative,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, little goes along way,P4R753,5,25 April 2020,No,Yes,No,1,1,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, hydrated,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, hydrated,P4R754,4,24 April 2020,No,Yes,No,8,1,,Redness
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, how cost efficient it is,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, how well it plays with other skincare,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Skin,700,4.817142857142857,30, combination skin,15,15,4.733333333333333,4.733333333333333,, clears my redness (rosacea),P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, how cost efficient it is,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, how well it plays with other skincare,P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Negative,,,,Skin,699,4.816881258941344,30, combination skin,14,14,4.714285714285714,4.714285714285714,, clears my redness (rosacea),P4R756,4,23 April 2020,No,Yes,No,13,7,,Blackheads
Positive,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, fixes my skin immediately,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, calms the redness,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, soothes my skin,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Negative,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, fixes my skin immediately,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, calms the redness,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Negative,,,,Texture,241,4.775933609958506,23, recommend trying this product,17,17,4.882352941176471,4.882352941176471,, soothes my skin,P4R757,5,23 April 2020,No,Yes,No,3,1,,Aging
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, Dry skin,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, calms redness,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, Smooths dry patches,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, Worth a try,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, but for me,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, its a staple,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, Dry skin,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, calms redness,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, Smooths dry patches,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Sentiment,119,4.9411764705882355,2, very dry T-Zone quickly,25,24,5.0,5.0,, Worth a try,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, but for me,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, its a staple,P4R758,5,22 April 2020,Yes,Yes,No,3,0,,Dark Circles
Positive,,,,Packaging,52,4.788461538461538,2, very dry T-Zone quickly,9,9,4.444444444444445,4.444444444444445,, buy the 2oz tubes; not a fan of tubs,P4R759,5,22 April 2020,No,Yes,No,6,0,,Aging
Negative,,,,Packaging,52,4.788461538461538,2, very dry T-Zone quickly,9,9,4.444444444444445,4.444444444444445,, buy the 2oz tubes; not a fan of tubs,P4R759,5,22 April 2020,No,Yes,No,6,0,,Aging
Positive,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, worth the investment,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Application,74,4.797297297297297,5, absorbs very well,6,5,4.8,4.666666666666667,, his extremely dry hands,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Application,74,4.797297297297297,7, never caused an acne flare,5,5,4.8,4.8,,,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Negative,,,,Purchase,46,4.934782608695652,1, very dry T-Zone quickly,26,24,4.916666666666667,4.923076923076923,, worth the investment,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Negative,,,,Application,74,4.797297297297297,5, absorbs very well,6,5,4.8,4.666666666666667,, his extremely dry hands,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Negative,,,,Application,74,4.797297297297297,7, never caused an acne flare,5,5,4.8,4.8,,,P4R760,5,22 April 2020,No,Yes,No,5,1,Over54,Dark Circles
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels really nice,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, combination skin that gets red,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Positive,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will repurchase,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, feels really nice,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, combination skin that gets red,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Negative,,,,Purchase,46,4.934782608695652,0, very dry T-Zone quickly,19,16,4.9375,4.947368421052632,, will repurchase,P4R761,5,22 April 2020,No,Yes,No,9,1,,Dark Circles
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema,P4R762,5,22 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, extremely dry skin,P4R762,5,22 April 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema,P4R762,5,22 April 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, extremely dry skin,P4R762,5,22 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, husband has eczema,P4R763,5,21 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Skin,700,4.817142857142857,22, soaks into my skin quickly,12,11,4.818181818181818,4.833333333333333,, doesn't have dry flaky hands now,P4R763,5,21 April 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, husband has eczema,P4R763,5,21 April 2020,No,Yes,No,3,0,,Acne
Negative,,,,Skin,699,4.816881258941344,22, flakiness is gone,12,11,4.818181818181818,4.833333333333333,, doesn't have dry flaky hands now,P4R763,5,21 April 2020,No,Yes,No,3,0,,Acne
Positive,,,,Texture,241,4.775933609958506,8, never caused an acne flare,20,20,4.8,4.8,, so light weight,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Positive,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, Also such a great price,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Negative,,,,Texture,241,4.775933609958506,8, never caused an acne flare,20,20,4.8,4.8,, so light weight,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Negative,,,,Price,84,4.928571428571429,2, Very gentle,23,23,4.956521739130435,4.956521739130435,, Also such a great price,P4R764,5,20 April 2020,No,Yes,No,0,0,,Blackheads
Positive,,,,Competitor,14,3.7857142857142856,0, very dry T-Zone quickly,14,11,3.4545454545454546,3.7857142857142856,, Tatcha dewy moisturizer,P4R765,2,20 April 2020,No,No,No,7,11,,Blackheads
Negative,,,,Competitor,14,3.7857142857142856,0, very dry T-Zone quickly,14,11,3.4545454545454546,3.7857142857142856,, Tatcha dewy moisturizer,P4R765,2,20 April 2020,No,No,No,7,11,,Blackheads
Positive,,,,Skin,700,4.817142857142857,4, calm any redness,12,8,5.0,5.0,, Super,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, super moisturizing,P4R766,5,20 April 2020,No,Yes,No,3,1,,
